"customer_id","status","churn_label","churn_category","churn_reason"
"0621-HJWXJ","Stayed","No","",""
"0621-JFHOL","Stayed","No","",""
"0621-TSSMU","Stayed","No","",""
"0621-TWIEM","Churned","Yes","Attitude","Attitude of support person"
"0623-EJQEG","Stayed","No","",""
"0623-GDISB","Joined","No","",""
"0623-IIHUG","Churned","Yes","Competitor","Competitor made better offer"
"0625-AFOHS","Stayed","No","",""
"0626-QXNGV","Stayed","No","",""
"0628-CNQRM","Churned","Yes","Other","Don't know"
"0634-SZPQA","Churned","Yes","Competitor","Competitor offered higher download speeds"
"0635-WKOLD","Stayed","No","",""
"0637-KVDLV","Churned","Yes","Other","Don't know"
"0637-UBJRP","Churned","Yes","Competitor","Competitor offered higher download speeds"
"0637-YLETY","Churned","Yes","Attitude","Attitude of service provider"
"0639-TSIQW","Churned","Yes","Competitor","Competitor offered more data"
"0640-YJTPY","Stayed","No","",""
"0641-EVBOJ","Joined","No","",""
"0643-OKLRP","Churned","Yes","Dissatisfaction","Network reliability"
"0644-OQMDK","Stayed","No","",""
"0650-BWOZN","Stayed","No","",""
"0654-HMSHN","Churned","Yes","Attitude","Attitude of support person"
"0654-PQKDW","Stayed","No","",""
"0655-RBDUG","Churned","Yes","Competitor","Competitor had better devices"
"0655-YDGFJ","Stayed","No","",""
"0657-DOGUM","Stayed","No","",""
"0661-KBKPA","Stayed","No","",""
"0661-KQHNK","Stayed","No","",""
"0661-WCQNQ","Stayed","No","",""
"0661-XEYAN","Churned","Yes","Competitor","Competitor had better devices"
"0665-XHDJU","Stayed","No","",""
"0666-UXTJO","Stayed","No","",""
"0667-NSRGI","Stayed","No","",""
"0668-OGMHD","Stayed","No","",""
"0670-ANMUU","Stayed","No","",""
"0670-KDOMA","Joined","No","",""
"0673-IGUQO","Joined","No","",""
"0674-DGMAQ","Stayed","No","",""
"0674-EYYZV","Joined","No","",""
"0674-GCDXG","Stayed","No","",""
"0675-NCDYU","Stayed","No","",""
"0678-RLHVP","Stayed","No","",""
"0679-IDSTG","Churned","Yes","Competitor","Competitor had better devices"
"0679-TDGAK","Stayed","No","",""
"0680-DFNNY","Churned","Yes","Competitor","Competitor offered more data"
"0682-USIXD","Stayed","No","",""
"0684-AOSIH","Churned","Yes","Dissatisfaction","Network reliability"
"0685-MLYYM","Churned","Yes","Price","Long distance charges"
"0687-ZVTHB","Churned","Yes","Competitor","Competitor offered more data"
"0689-DSXGL","Stayed","No","",""
"0689-NKYLF","Churned","Yes","Attitude","Attitude of support person"
"0690-SRQID","Stayed","No","",""
"0691-IFBQW","Churned","Yes","Competitor","Competitor made better offer"
"0691-JVSYA","Churned","Yes","Competitor","Competitor had better devices"
"0691-NIKRI","Stayed","No","",""
"0696-UKTOX","Stayed","No","",""
"0697-ZMSWS","Churned","Yes","Dissatisfaction","Limited range of services"
"0699-NDKJM","Stayed","No","",""
"0701-RFGFI","Stayed","No","",""
"0701-TJSEF","Stayed","No","",""
"0702-PGIBZ","Churned","Yes","Competitor","Competitor made better offer"
"0704-VCUMB","Stayed","No","",""
"0707-HOVVN","Stayed","No","",""
"0708-LGSMF","Stayed","No","",""
"0708-SJDIS","Stayed","No","",""
"0709-TVGUR","Churned","Yes","Competitor","Competitor had better devices"
"0716-BQNDX","Stayed","No","",""
"0719-SYFRB","Churned","Yes","Competitor","Competitor offered higher download speeds"
"0722-SVSFK","Stayed","No","",""
"0722-TROQR","Churned","Yes","Price","Lack of affordable download/upload speed"
"0723-DRCLG","Churned","Yes","Other","Don't know"
"0723-FDLAY","Stayed","No","",""
"0723-VSOBE","Stayed","No","",""
"0725-CXOTM","Stayed","No","",""
"0727-BMPLR","Churned","Yes","Competitor","Competitor offered higher download speeds"
"0727-BNRLG","Stayed","No","",""
"0727-IWKVK","Churned","Yes","Price","Extra data charges"
"0730-BGQGF","Stayed","No","",""
"0730-KOAVE","Stayed","No","",""
"0731-EBJQB","Stayed","No","",""
"0732-OCQOC","Stayed","No","",""
"0733-VUNUW","Churned","Yes","Competitor","Competitor had better devices"
"0734-OXWBT","Joined","No","",""
"0739-UUAJR","Stayed","No","",""
"0742-LAFQK","Stayed","No","",""
"0742-MOABM","Churned","Yes","Competitor","Competitor made better offer"
"0742-NXBGR","Churned","Yes","Competitor","Competitor had better devices"
"0743-HNPFG","Stayed","No","",""
"0743-HRVFF","Stayed","No","",""
"0744-BIKKF","Stayed","No","",""
"0744-GKNGE","Stayed","No","",""
"0746-JTRFU","Churned","Yes","Dissatisfaction","Product dissatisfaction"
"0748-RDGGM","Churned","Yes","Price","Long distance charges"
"0749-IRGQE","Stayed","No","",""
"0750-EBAIU","Stayed","No","",""
"0750-EKNGL","Stayed","No","",""
"0754-EEBDC","Stayed","No","",""
"0754-UKWQP","Churned","Yes","Competitor","Competitor had better devices"
"0756-MPZRL","Stayed","No","",""
"0757-WCUUZ","Stayed","No","",""
"0761-AETCS","Churned","Yes","Attitude","Attitude of support person"
"0769-MURVM","Stayed","No","",""
"0771-CHWSK","Stayed","No","",""
"0771-WLCLA","Stayed","No","",""
"0772-GYEQQ","Churned","Yes","Competitor","Competitor offered more data"
"0774-IFUVM","Stayed","No","",""
"0774-RMNUW","Stayed","No","",""
"0778-NELLA","Churned","Yes","Competitor","Competitor offered higher download speeds"
"0780-XNZFN","Stayed","No","",""
"0781-LKXBR","Churned","Yes","Competitor","Competitor had better devices"
"0784-GTUUK","Stayed","No","",""
"0784-ZQJZX","Stayed","No","",""
"0786-IVLAW","Stayed","No","",""
"0786-VSSUD","Churned","Yes","Competitor","Competitor had better devices"
"0787-LHDYT","Stayed","No","",""
"0788-DXBFY","Stayed","No","",""
"0793-TWELN","Stayed","No","",""
"0794-YVSGE","Stayed","No","",""
"0795-GMVQO","Stayed","No","",""
"0795-LAFGP","Stayed","No","",""
"0795-XCCTE","Stayed","No","",""
"0799-DDIHE","Stayed","No","",""
"0804-XBFBV","Stayed","No","",""
"0804-YGEQV","Stayed","No","",""
"0807-ZABDG","Churned","Yes","Competitor","Competitor offered higher download speeds"
"0810-BDHAW","Stayed","No","",""
"0810-DHDBD","Stayed","No","",""
"0811-GSDTP","Stayed","No","",""
"0812-WUPTB","Churned","Yes","Price","Long distance charges"
"0813-TAXXS","Stayed","No","",""
"0815-MFZGM","Stayed","No","",""
"0816-TSPHQ","Joined","No","",""
"0817-HSUSE","Joined","No","",""
"0818-OCPZO","Churned","Yes","Competitor","Competitor offered more data"
"0820-FNRNX","Stayed","No","",""
"0822-GAVAP","Churned","Yes","Competitor","Competitor made better offer"
"0822-QGCXA","Stayed","No","",""
"0823-HSCDJ","Churned","Yes","Competitor","Competitor made better offer"
"0824-VWDPO","Stayed","No","",""
"0825-CPPQH","Stayed","No","",""
"0827-ITJPH","Stayed","No","",""
"0829-DDVLK","Stayed","No","",""
"0829-XXPLX","Stayed","No","",""
"0831-JNISG","Stayed","No","",""
"0835-DUUIQ","Stayed","No","",""
"0835-JKADZ","Stayed","No","",""
"0836-SEYLU","Churned","Yes","Competitor","Competitor had better devices"
"0839-JTCUD","Stayed","No","",""
"0839-QNXME","Stayed","No","",""
"0840-DCNZE","Stayed","No","",""
"0840-DFEZH","Stayed","No","",""
"0841-NULXI","Churned","Yes","Other","Don't know"
"0842-IWYCP","Stayed","No","",""
"0843-WTBXE","Churned","Yes","Other","Don't know"
"0847-HGRML","Stayed","No","",""
"0848-SOMKO","Stayed","No","",""
"0848-ZGQIJ","Stayed","No","",""
"0851-DFJKB","Stayed","No","",""
"0853-NWIFK","Stayed","No","",""
"0853-TWRVK","Stayed","No","",""
"0854-UYHZD","Stayed","No","",""
"0856-NAOES","Stayed","No","",""
"0859-YGKFW","Stayed","No","",""
"0862-PRCBS","Stayed","No","",""
"0864-FVJNJ","Stayed","No","",""
"0866-QLSIR","Churned","Yes","Attitude","Attitude of support person"
"0867-LDTTC","Stayed","No","",""
"0867-MKZVY","Churned","Yes","Price","Price too high"
"0868-VJRDR","Stayed","No","",""
"0869-PAPRP","Stayed","No","",""
"0870-VEMYL","Churned","Yes","Competitor","Competitor offered higher download speeds"
"0871-OPBXW","Joined","No","",""
