"area_id","zip_code","city","latitutde","longitude","population"
85,90266,"Manhattan Beach",33.889632,-118.39737,33758
86,90270,"Maywood",33.988572,-118.186565,28094
87,90272,"Pacific Palisades",34.079449,-118.548306,22548
88,90274,"Palos Verdes Peninsula",33.788208,-118.404955,24979
89,90275,"Rancho Palos Verdes",33.753146,-118.367459,41263
90,90277,"Redondo Beach",33.830453,-118.384565,34191
91,90278,"Redondo Beach",33.873395,-118.37019,37322
92,90280,"South Gate",33.944624,-118.192615,96267
93,90290,"Topanga",34.115192,-118.61017,5451
94,90291,"Venice",33.991782,-118.479229,31021
95,90292,"Marina Del Rey",33.977468,-118.445475,18058
96,90293,"Playa Del Rey",33.947305,-118.439841,11264
97,90301,"Inglewood",33.956445,-118.358634,37527
98,90302,"Inglewood",33.975332,-118.355252,30779
99,90303,"Inglewood",33.936291,-118.332639,27778
100,90304,"Inglewood",33.936827,-118.359824,28680
101,90305,"Inglewood",33.958134,-118.330905,13779
102,90401,"Santa Monica",34.015481,-118.493231,5221
103,90402,"Santa Monica",34.035849,-118.503508,11509
104,90403,"Santa Monica",34.031529,-118.491156,23559
105,90404,"Santa Monica",34.026334,-118.474222,19975
106,90405,"Santa Monica",34.005439,-118.477507,26099
107,90501,"Torrance",33.833699,-118.314387,40705
108,90502,"Torrance",33.833181,-118.292062,17058
109,90503,"Torrance",33.840399,-118.353714,41979
110,90504,"Torrance",33.867257,-118.330794,31678
111,90505,"Torrance",33.807882,-118.347957,34873
112,90601,"Whittier",34.007353,-118.033683,32050
113,90602,"Whittier",33.972119,-118.020188,26265
114,90603,"Whittier",33.945318,-117.992066,19109
115,90604,"Whittier",33.929704,-118.01208,37887
116,90605,"Whittier",33.960891,-118.032222,38181
117,90606,"Whittier",33.976678,-118.065875,32148
118,90620,"Buena Park",33.845706,-118.012204,44442
119,90621,"Buena Park",33.874224,-117.993368,33528
120,90623,"La Palma",33.850504,-118.039892,15505
121,90630,"Cypress",33.818477,-118.038307,47344
122,90631,"La Habra",33.940619,-117.9513,67354
123,90638,"La Mirada",33.902045,-118.008961,47568
124,90640,"Montebello",34.015217,-118.109962,62425
125,90650,"Norwalk",33.905963,-118.08263,103214
126,90660,"Pico Rivera",33.989524,-118.089299,63288
127,90670,"Santa Fe Springs",33.933565,-118.062611,16271
128,90680,"Stanton",33.801869,-117.995068,29694
129,90701,"Artesia",33.867593,-118.080637,16398
130,90703,"Cerritos",33.8681,-118.067402,51556
131,90704,"Avalon",33.391181,-118.421305,3699
132,90706,"Bellflower",33.887676,-118.127289,72893
133,90710,"Harbor City",33.798266,-118.300237,24660
134,90712,"Lakewood",33.840524,-118.148403,30173
135,90713,"Lakewood",33.847755,-118.112532,27563
136,90715,"Lakewood",33.841027,-118.078097,20890
137,90716,"Hawaiian Gardens",33.830431,-118.074071,14852
138,90717,"Lomita",33.794209,-118.317354,21065
139,90720,"Los Alamitos",33.79499,-118.065591,21343
140,90723,"Paramount",33.897122,-118.164432,55306
141,90731,"San Pedro",33.736387,-118.284363,58639
142,90732,"San Pedro",33.744119,-118.31448,21279
143,90740,"Seal Beach",33.75462,-118.071128,24180
144,90742,"Sunset Beach",33.719221,-118.073596,1107
145,90743,"Surfside",33.728273,-118.085304,174
146,90744,"Wilmington",33.782068,-118.262263,53323
147,90745,"Carson",33.822295,-118.26411,55486
148,90746,"Carson",33.859171,-118.252272,25566
149,90802,"Long Beach",33.752524,-118.210737,38427
150,90803,"Long Beach",33.760458,-118.129725,31352
151,90804,"Long Beach",33.783047,-118.1486,43467
152,90805,"Long Beach",33.864622,-118.179626,91664
153,90806,"Long Beach",33.802664,-118.179971,49647
154,90807,"Long Beach",33.830099,-118.182239,31556
155,90808,"Long Beach",33.823943,-118.111335,37417
156,90810,"Long Beach",33.819814,-118.222416,35656
157,90813,"Long Beach",33.781086,-118.199049,63136
158,90814,"Long Beach",33.771612,-118.143866,19034
159,90815,"Long Beach",33.797638,-118.11662,38902
160,90822,"Long Beach",33.778436,-118.118648,425
161,91001,"Altadena",34.196837,-118.142236,36243
162,91006,"Arcadia",34.137319,-118.029837,30028
163,91007,"Arcadia",34.128284,-118.047732,30933
164,91010,"Duarte",34.145695,-117.95982,27414
165,91011,"La Canada Flintridge",34.234912,-118.153729,20200
166,91016,"Monrovia",34.1528,-118.000482,41067
167,91020,"Montrose",34.2112,-118.230625,7527
168,91024,"Sierra Madre",34.168686,-118.057505,10558
169,91030,"South Pasadena",34.110444,-118.156957,23984
170,91040,"Sunland",34.282704,-118.312929,18752
171,91042,"Tujunga",34.296574,-118.244839,26753
172,91101,"Pasadena",34.146635,-118.139225,16812
173,91103,"Pasadena",34.167465,-118.165327,27891
174,91104,"Pasadena",34.165383,-118.123752,38460
175,91105,"Pasadena",34.13946,-118.166649,10253
176,91106,"Pasadena",34.139402,-118.128658,23742
177,91107,"Pasadena",34.159007,-118.087353,32369
178,91108,"San Marino",34.122671,-118.112911,13158
179,91201,"Glendale",34.17051,-118.289463,23981
180,91202,"Glendale",34.167926,-118.267539,21990
181,91203,"Glendale",34.153338,-118.262974,14493
182,91204,"Glendale",34.136306,-118.26036,17015
183,91205,"Glendale",34.13658,-118.245839,41390
184,91206,"Glendale",34.162515,-118.203869,31297
185,91207,"Glendale",34.182378,-118.262922,9864
186,91208,"Glendale",34.195386,-118.238508,16910
187,91214,"La Crescenta",34.239636,-118.245259,29110
188,91301,"Agoura Hills",34.129058,-118.759788,25303
189,91302,"Calabasas",34.130861,-118.68346,23661
190,91303,"Canoga Park",34.19829,-118.602203,23519
191,91304,"Canoga Park",34.224377,-118.632656,49242
192,91306,"Winnetka",34.209532,-118.577563,43857
193,91307,"West Hills",34.199787,-118.68493,23637
194,91311,"Chatsworth",34.294142,-118.603883,35325
195,91316,"Encino",34.150354,-118.518292,27614
196,91320,"Newbury Park",34.172071,-118.946262,37779
197,91321,"Newhall",34.370378,-118.504118,30742
198,91324,"Northridge",34.238208,-118.55029,25751
199,91325,"Northridge",34.236683,-118.517588,32307
200,91326,"Porter Ranch",34.281911,-118.556218,28067
201,91331,"Pacoima",34.255442,-118.421314,97318
202,91335,"Reseda",34.200175,-118.540958,68018
203,91340,"San Fernando",34.286131,-118.435969,33389
204,91342,"Sylmar",34.321621,-118.399841,81986
205,91343,"North Hills",34.238802,-118.482296,57017
206,91344,"Granada Hills",34.291273,-118.505104,48867
207,91345,"Mission Hills",34.266389,-118.459744,17112
208,91350,"Santa Clarita",34.502432,-118.41459,40077
209,91351,"Canyon Country",34.422519,-118.420717,59259
210,91352,"Sun Valley",34.231053,-118.338307,46639
211,91354,"Valencia",34.457005,-118.573726,17846
212,91355,"Valencia",34.43987,-118.644609,24977
213,91356,"Tarzana",34.157137,-118.548511,27424
214,91360,"Thousand Oaks",34.214054,-118.88109,42526
215,91361,"Westlake Village",34.130992,-118.894673,18735
216,91362,"Thousand Oaks",34.191842,-118.822796,33057
217,91364,"Woodland Hills",34.153733,-118.593408,25988
218,91367,"Woodland Hills",34.178068,-118.615714,36123
219,91377,"Oak Park",34.19225,-118.776874,14814
220,91381,"Stevenson Ranch",34.364153,-118.615583,9937
221,91384,"Castaic",34.506627,-118.699048,22177
222,91401,"Van Nuys",34.178483,-118.431791,40376
223,91403,"Sherman Oaks",34.147149,-118.463365,22085
224,91405,"Van Nuys",34.202494,-118.448048,51348
225,91406,"Van Nuys",34.195685,-118.490752,50047
226,91411,"Van Nuys",34.17847,-118.459472,23646
227,91423,"Sherman Oaks",34.146957,-118.432138,29387
228,91436,"Encino",34.152875,-118.486056,13129
229,91501,"Burbank",34.188339,-118.300942,18112
230,91502,"Burbank",34.177267,-118.31003,11517
231,91504,"Burbank",34.213049,-118.317651,25882
232,91505,"Burbank",34.174215,-118.345928,29245
233,91506,"Burbank",34.169706,-118.323548,18539
234,91601,"North Hollywood",34.1692,-118.372498,36625
235,91602,"North Hollywood",34.15136,-118.364786,16996
236,91604,"Studio City",34.139082,-118.39275,26157
237,91605,"North Hollywood",34.207295,-118.400022,57146
238,91606,"North Hollywood",34.187599,-118.387125,45358
239,91607,"Valley Village",34.165783,-118.399795,27453
240,91701,"Rancho Cucamonga",34.132275,-117.611478,39064
241,91702,"Azusa",34.174493,-117.87068,57775
242,91706,"Baldwin Park",34.098275,-117.967399,76890
243,91709,"Chino Hills",33.942895,-117.725644,66754
244,91710,"Chino",33.990646,-117.663025,75319
245,91711,"Claremont",34.127621,-117.717863,34716
246,91722,"Covina",34.097345,-117.906736,33817
247,91723,"Covina",34.084747,-117.886844,17554
248,91724,"Covina",34.08111,-117.853935,25068
249,91730,"Rancho Cucamonga",34.10097,-117.57882,51970
250,91731,"El Monte",34.079934,-118.046695,30211
251,91732,"El Monte",34.074492,-118.01462,62660
252,91733,"South El Monte",34.04622,-118.053753,45645
253,91737,"Rancho Cucamonga",34.245289,-117.642503,23079
254,91739,"Rancho Cucamonga",34.133809,-117.523724,12937
255,91740,"Glendora",34.119363,-117.855059,25135
256,91741,"Glendora",34.14649,-117.849815,24973
257,91744,"La Puente",34.031441,-117.936436,84965
258,91745,"Hacienda Heights",33.998471,-117.973758,53686
259,91746,"La Puente",34.038983,-117.991372,30802
260,91748,"Rowland Heights",33.976753,-117.897367,46342
261,91750,"La Verne",34.144703,-117.770299,35530
262,91752,"Mira Loma",33.999992,-117.535395,18980
263,91754,"Monterey Park",34.050322,-118.147037,33280
264,91755,"Monterey Park",34.049172,-118.115022,26933
265,91759,"Mt Baldy",34.231318,-117.662032,47
266,91761,"Ontario",34.035602,-117.591528,56280
267,91762,"Ontario",34.057256,-117.667677,54254
268,91763,"Montclair",34.072121,-117.698319,34447
269,91764,"Ontario",34.074087,-117.605618,49474
270,91765,"Diamond Bar",33.992416,-117.807874,46532
271,91766,"Pomona",34.042286,-117.756106,69974
272,91767,"Pomona",34.083086,-117.737997,46626
273,91768,"Pomona",34.067932,-117.785168,36057
274,91770,"Rosemead",34.065108,-118.082791,61623
275,91773,"San Dimas",34.102119,-117.815532,33878
276,91775,"San Gabriel",34.114772,-118.089431,23444
277,91776,"San Gabriel",34.089927,-118.095645,38041
278,91780,"Temple City",34.101608,-118.055848,32718
279,91784,"Upland",34.141146,-117.655583,23331
280,91786,"Upland",34.105493,-117.660934,48827
281,91789,"Walnut",34.018354,-117.85492,45118
282,91790,"West Covina",34.066964,-117.937007,44099
283,91791,"West Covina",34.061634,-117.893169,30458
284,91792,"West Covina",34.024405,-117.898722,31622
285,91801,"Alhambra",34.090925,-118.128164,54382
286,91803,"Alhambra",34.074736,-118.145959,30635
287,91901,"Alpine",32.827184,-116.703729,16486
288,91902,"Bonita",32.67117,-117.00232,17389
289,91905,"Boulevard",32.677097,-116.304991,1509
290,91906,"Campo",32.673483,-116.472863,3133
291,91910,"Chula Vista",32.636792,-117.054989,74025
292,91911,"Chula Vista",32.607964,-117.059459,71126
293,91913,"Chula Vista",32.64164,-116.985026,12884
294,91914,"Chula Vista",32.688506,-116.938632,2606
295,91915,"Chula Vista",32.605012,-116.97595,9278
296,91916,"Descanso",32.912664,-116.635387,1587
297,91917,"Dulzura",32.622999,-116.687855,727
298,91931,"Guatay",32.857946,-116.561917,796
299,91932,"Imperial Beach",32.579134,-117.119009,26662
300,91934,"Jacumba",32.649787,-116.2237,699
301,91935,"Jamul",32.695681,-116.798386,8759
302,91941,"La Mesa",32.759327,-116.99726,44652
303,91942,"La Mesa",32.782501,-117.01611,24005
304,91945,"Lemon Grove",32.733564,-117.033713,24961
305,91948,"Mount Laguna",32.830852,-116.444601,81
306,91950,"National City",32.67102,-117.095235,62355
307,91962,"Pine Valley",32.800671,-116.483363,1604
308,91963,"Potrero",32.619465,-116.593605,905
309,91977,"Spring Valley",32.726627,-116.994608,56100
310,91978,"Spring Valley",32.730264,-116.950963,7863
311,91980,"Tecate",32.587557,-116.636816,91
312,92003,"Bonsall",33.290907,-117.202895,3849
313,92004,"Borrego Springs",33.200369,-116.192313,2863
314,92007,"Cardiff By The Sea",33.015866,-117.272254,10375
315,92008,"Carlsbad",33.148116,-117.306043,35582
316,92009,"Carlsbad",33.098018,-117.258203,43161
317,92014,"Del Mar",32.948262,-117.256086,13945
318,92019,"El Cajon",32.785165,-116.862648,40995
319,92020,"El Cajon",32.79697,-116.969082,55277
320,92021,"El Cajon",32.832706,-116.873258,61872
321,92024,"Encinitas",33.054579,-117.25665,47126
322,92025,"Escondido",33.081478,-117.033814,49281
323,92026,"Escondido",33.21846,-117.116916,43436
324,92027,"Escondido",33.141265,-116.967221,48690
325,92028,"Fallbrook",33.362575,-117.299644,42239
326,92029,"Escondido",33.079834,-117.134275,17944
327,92036,"Julian",32.980678,-116.262854,3577
328,92037,"La Jolla",32.853743,-117.25034,42617
329,92040,"Lakeside",32.909873,-116.906774,42277
330,92054,"Oceanside",33.351059,-117.420557,98239
331,92056,"Oceanside",33.194742,-117.29032,52895
332,92057,"Oceanside",33.254497,-117.285879,46893
333,92059,"Pala",33.384345,-117.072619,1831
334,92060,"Palomar Mountain",33.309852,-116.823091,234
335,92061,"Pauma Valley",33.313828,-116.940501,2615
336,92064,"Poway",32.984395,-117.013454,47969
337,92065,"Ramona",33.044541,-116.833922,33104
338,92066,"Ranchita",33.215251,-116.53633,339
339,92067,"Rancho Santa Fe",33.012751,-117.200617,7615
340,92069,"San Marcos",33.162624,-117.170863,52664
341,92070,"Santa Ysabel",33.174725,-116.743329,1143
342,92071,"Santee",32.847336,-116.997605,53510
343,92075,"Solana Beach",33.001813,-117.263628,12173
344,92078,"San Marcos",33.119028,-117.166036,6760
345,92082,"Valley Center",33.25283,-116.986079,14575
346,92083,"Vista",33.17494,-117.242761,62036
347,92084,"Vista",33.22784,-117.200024,44692
348,92086,"Warner Springs",33.323705,-116.626907,1205
349,92091,"Rancho Santa Fe",32.99356,-117.207121,1072
350,92101,"San Diego",32.72523,-117.171346,27505
351,92102,"San Diego",32.716007,-117.117462,47140
352,92103,"San Diego",32.747484,-117.166877,30202
353,92104,"San Diego",32.741499,-117.127409,47689
354,92105,"San Diego",32.741859,-117.090353,73006
355,92106,"San Diego",32.71346,-117.236378,18525
356,92107,"San Diego",32.741852,-117.243453,27959
357,92108,"San Diego",32.774046,-117.142454,11650
358,92109,"San Diego",32.787836,-117.232376,46086
359,92110,"San Diego",32.76501,-117.19938,24169
360,92111,"San Diego",32.805518,-117.169052,46828
361,92113,"San Diego",32.697098,-117.116587,47431
362,92114,"San Diego",32.707892,-117.05512,66838
363,92115,"San Diego",32.762506,-117.07245,56887
364,92116,"San Diego",32.765299,-117.122565,33083
365,92117,"San Diego",32.825086,-117.199424,51213
366,92118,"Coronado",32.68674,-117.186612,24093
367,92119,"San Diego",32.802959,-117.027095,21866
368,92120,"San Diego",32.807867,-117.060993,25569
369,92121,"San Diego",32.898613,-117.202937,4258
370,92122,"San Diego",32.85723,-117.209774,34902
371,92123,"San Diego",32.808814,-117.134694,25232
372,92124,"San Diego",32.827238,-117.089287,30206
373,92126,"San Diego",32.886925,-117.152162,74232
374,92127,"San Diego",33.017518,-117.118456,20046
375,92128,"San Diego",33.000269,-117.072093,42733
376,92129,"San Diego",32.961064,-117.134917,47224
377,92130,"San Diego",32.957195,-117.202542,28201
378,92131,"San Diego",32.89325,-117.087091,29283
379,92139,"San Diego",32.677716,-117.047666,36351
380,92154,"San Diego",32.578103,-117.012975,68776
381,92173,"San Ysidro",32.555828,-117.040073,28488
382,92201,"Indio",33.713891,-116.237257,56307
383,92203,"Indio",33.752938,-116.230055,2743
384,92210,"Indian Wells",33.537646,-116.291089,3873
385,92211,"Palm Desert",33.762759,-116.324817,19702
386,92220,"Banning",33.936298,-116.849577,25859
387,92223,"Beaumont",33.946982,-116.977672,17721
388,92225,"Blythe",33.674583,-114.71612,24659
389,92227,"Brawley",33.03933,-115.191857,23394
390,92230,"Cabazon",33.929812,-116.76058,2355
391,92231,"Calexico",32.690654,-115.431225,27804
392,92233,"Calipatria",33.143826,-115.497485,7857
393,92234,"Cathedral City",33.829583,-116.474131,43141
394,92236,"Coachella",33.680031,-116.171678,23170
395,92239,"Desert Center",33.889605,-115.257009,964
396,92240,"Desert Hot Springs",33.948558,-116.516976,22796
397,92241,"Desert Hot Springs",33.832799,-116.250973,5529
398,92242,"Earp",34.137742,-114.36514,1564
399,92243,"El Centro",32.770393,-115.60915,43712
400,92249,"Heber",32.730583,-115.501083,3535
401,92250,"Holtville",32.811001,-115.152865,8062
402,92251,"Imperial",32.858595,-115.662709,14546
403,92252,"Joshua Tree",34.167236,-116.281511,8141
404,92253,"La Quinta",33.695532,-116.310571,23971
405,92254,"Mecca",33.543835,-115.993906,8768
406,92256,"Morongo Valley",34.097863,-116.594561,3499
407,92257,"Niland",33.345825,-115.596574,2753
408,92258,"North Palm Springs",33.906496,-116.569499,732
409,92259,"Ocotillo",32.698964,-115.886656,471
410,92260,"Palm Desert",33.694501,-116.412711,29340
411,92262,"Palm Springs",33.839989,-116.659215,24924
412,92264,"Palm Springs",33.745746,-116.514215,18884
413,92266,"Palo Verde",33.3249,-114.758334,291
414,92267,"Parker Dam",34.273872,-114.192901,131
415,92268,"Pioneertown",34.201108,-116.593456,354
416,92270,"Rancho Mirage",33.763678,-116.429928,12465
417,92273,"Seeley",32.790282,-115.689559,1632
418,92274,"Thermal",33.53604,-116.119222,17018
419,92275,"Salton City",33.28156,-115.955541,799
420,92276,"Thousand Palms",33.849263,-116.382778,6242
421,92278,"Twentynine Palms",34.457829,-116.139589,14104
422,92281,"Westmorland",33.03679,-115.60503,2388
423,92282,"White Water",33.972293,-116.654195,805
424,92283,"Winterhaven",32.852947,-114.850784,3663
425,92284,"Yucca Valley",34.159534,-116.425984,20486
426,92285,"Landers",34.341737,-116.539416,2182
427,92301,"Adelanto",34.667815,-117.536183,18980
428,92304,"Amboy",34.559882,-115.637164,42
429,92305,"Angelus Oaks",34.1678,-116.86433,301
430,92308,"Apple Valley",34.424926,-117.184503,28819
431,92309,"Baker",35.28952,-116.092214,904
432,92310,"Fort Irwin",35.349241,-116.770281,9465
433,92311,"Barstow",34.965648,-117.001509,31293
434,92313,"Grand Terrace",34.029175,-117.307211,11024
435,92314,"Big Bear City",34.278967,-116.773825,9899
436,92315,"Big Bear Lake",34.242058,-116.89802,5447
437,92316,"Bloomington",34.059722,-117.39104,25995
438,92320,"Calimesa",33.982787,-117.057627,7334
439,92321,"Cedar Glen",34.255203,-117.175654,455
440,92324,"Colton",34.030915,-117.273201,52202
441,92325,"Crestline",34.248061,-117.29028,10484
442,92327,"Daggett",34.875144,-116.821698,678
443,92328,"Death Valley",36.27688,-117.033326,443
444,92332,"Essex",34.9436,-115.287901,115
445,92333,"Fawnskin",34.274846,-116.937581,414
446,92335,"Fontana",34.087558,-117.464096,82630
447,92336,"Fontana",34.136367,-117.460803,54586
448,92337,"Fontana",34.049671,-117.468896,29847
449,92338,"Ludlow",34.702766,-116.093376,23
450,92339,"Forest Falls",34.067699,-116.903891,958
451,92341,"Green Valley Lake",34.244411,-117.072654,317
452,92342,"Helendale",34.757783,-117.33997,4948
453,92345,"Hesperia",34.361387,-117.337509,68515
454,92346,"Highland",34.129677,-117.154277,48245
455,92347,"Hinkley",34.983808,-117.239306,1933
456,92352,"Lake Arrowhead",34.2565,-117.19335,9793
457,92354,"Loma Linda",34.049315,-117.255974,18068
458,92356,"Lucerne Valley",34.508417,-116.856103,5256
459,92358,"Lytle Creek",34.238162,-117.534306,1090
460,92359,"Mentone",34.103578,-117.04054,7324
461,92363,"Needles",34.711224,-114.702256,5488
462,92364,"Nipton",35.478736,-115.516984,162
463,92368,"Oro Grande",34.647959,-117.296957,909
464,92371,"Phelan",34.441123,-117.537886,12463
465,92372,"Pinon Hills",34.459322,-117.629729,4280
466,92373,"Redlands",34.003243,-117.138286,31230
467,92374,"Redlands",34.064073,-117.166158,36675
468,92376,"Rialto",34.109775,-117.378904,75882
469,92377,"Rialto",34.156758,-117.404686,18518
470,92382,"Running Springs",34.186211,-117.07683,5395
471,92384,"Shoshone",35.924252,-116.188668,87
472,92386,"Sugarloaf",34.243088,-116.830015,1834
473,92392,"Victorville",34.486835,-117.362274,63235
474,92394,"Victorville",34.567058,-117.362329,12083
475,92397,"Wrightwood",34.358321,-117.618263,4253
476,92398,"Yermo",35.013299,-116.834092,1195
477,92399,"Yucaipa",34.04597,-117.011825,41575
478,92401,"San Bernardino",34.105935,-117.2914,1779
479,92404,"San Bernardino",34.183286,-117.221722,53636
480,92405,"San Bernardino",34.142747,-117.300864,24644
481,92407,"San Bernardino",34.250069,-117.393949,49355
482,92408,"San Bernardino",34.084909,-117.258107,12149
483,92410,"San Bernardino",34.106922,-117.297553,44556
484,92411,"San Bernardino",34.122501,-117.320138,23146
485,92501,"Riverside",33.994676,-117.372498,18999
486,92503,"Riverside",33.890046,-117.455583,71678
487,92504,"Riverside",33.9108,-117.398153,46550
488,92505,"Riverside",33.920907,-117.489426,38446
489,92506,"Riverside",33.930931,-117.361788,42425
490,92507,"Riverside",33.976328,-117.319786,48649
491,92508,"Riverside",33.885499,-117.324959,17147
492,92509,"Riverside",34.004379,-117.447864,63999
493,92518,"March Air Reserve Base",33.888323,-117.277533,1005
494,92530,"Lake Elsinore",33.655421,-117.391751,38519
495,92532,"Lake Elsinore",33.705836,-117.318204,4546
496,92536,"Aguanga",33.482243,-116.827173,2433
497,92539,"Anza",33.527605,-116.666551,3745
498,92543,"Hemet",33.739415,-116.968339,29687
499,92544,"Hemet",33.644585,-116.871544,39264
500,92545,"Hemet",33.734933,-117.044145,25694
501,92548,"Homeland",33.761894,-117.120868,4283
502,92549,"Idyllwild",33.755039,-116.741796,3588
503,92551,"Moreno Valley",33.88274,-117.224878,22983
504,92553,"Moreno Valley",33.923149,-117.244933,61205
505,92555,"Moreno Valley",33.907361,-117.109972,12743
506,92557,"Moreno Valley",33.970661,-117.255039,46214
507,92561,"Mountain Center",33.638645,-116.55783,1500
508,92562,"Murrieta",33.548869,-117.334165,36149
509,92563,"Murrieta",33.581045,-117.14719,18311
510,92567,"Nuevo",33.82769,-117.102244,7344
511,92570,"Perris",33.787298,-117.320676,36817
512,92571,"Perris",33.828289,-117.201666,26357
513,92582,"San Jacinto",33.806708,-117.02007,4456
514,92583,"San Jacinto",33.796568,-116.924723,21349
515,92584,"Menifee",33.653338,-117.178271,14068
516,92585,"Sun City",33.739412,-117.173334,8692
517,92586,"Sun City",33.707483,-117.200006,18161
518,92587,"Sun City",33.69887,-117.25071,13151
519,92590,"Temecula",33.475493,-117.219551,3070
520,92591,"Temecula",33.540604,-117.10909,25655
521,92592,"Temecula",33.507255,-117.029473,46171
522,92595,"Wildomar",33.617108,-117.253349,19368
523,92596,"Winchester",33.657433,-117.04254,4093
524,92602,"Irvine",33.720359,-117.733655,2762
525,92604,"Irvine",33.688546,-117.788091,27369
526,92606,"Irvine",33.703976,-117.824172,17621
527,92610,"Foothill Ranch",33.698728,-117.67768,10936
528,92612,"Irvine",33.643095,-117.810896,41062
529,92614,"Irvine",33.680302,-117.833296,22499
530,92618,"Irvine",33.667145,-117.732135,6301
531,92620,"Irvine",33.716136,-117.752574,26419
532,92624,"Capistrano Beach",33.458754,-117.665104,7465
533,92625,"Corona Del Mar",33.600987,-117.862734,13422
534,92626,"Costa Mesa",33.678591,-117.905471,48207
