iter	Logloss
415	0.3347579937
416	0.334615871
417	0.334523117
418	0.3343891283
419	0.3342502692
420	0.3340657499
421	0.3339327104
422	0.3338097393
423	0.3336743722
424	0.333525268
425	0.3333639131
426	0.3332677799
427	0.333172554
428	0.3330676694
429	0.3329237828
430	0.3327628743
431	0.3325882438
432	0.3324862533
433	0.332324124
434	0.3322188922
435	0.3321001704
436	0.331997841
437	0.3318758502
438	0.3317904695
439	0.3316497285
440	0.3315254109
441	0.3314299011
442	0.3312929183
443	0.3311659534
444	0.3310230895
445	0.3309146311
446	0.3307721799
447	0.3306237304
448	0.3304704418
449	0.3303409557
450	0.3302113533
451	0.3301082922
452	0.330018454
453	0.3299112469
454	0.3297481702
455	0.3296213359
456	0.3294700571
457	0.3293748026
458	0.3292490649
459	0.3291049151
460	0.3290486656
461	0.3289388492
462	0.3288387196
463	0.328712723
464	0.3286327307
465	0.3285088147
466	0.3283657167
467	0.3282441644
468	0.3281264543
469	0.3279686628
470	0.3278373193
471	0.3277218382
472	0.327603779
473	0.3275316475
474	0.327392699
475	0.3272880364
476	0.3271573933
477	0.3270515396
478	0.3269181906
479	0.3268252276
480	0.3267498574
481	0.326604744
482	0.3264826811
483	0.3263431983
484	0.3262224787
485	0.3261331726
486	0.3260059196
487	0.3259018876
488	0.3258045051
489	0.3256736248
490	0.3255277137
491	0.3254032674
492	0.3252381187
493	0.3251203392
494	0.3249773987
495	0.3248596239
496	0.3247305797
497	0.3246184628
498	0.3244746376
499	0.3244232937
500	0.3243369127
501	0.3241929033
502	0.3241112715
503	0.3239529776
504	0.3238180504
505	0.3237160895
506	0.3235521503
507	0.3234260675
508	0.3233145495
509	0.3232475138
510	0.3231204885
511	0.3230550193
512	0.3229236858
513	0.3228458566
514	0.3227590976
515	0.3226325708
516	0.3224679219
517	0.3223411479
518	0.3221727255
519	0.3220372669
520	0.3218873795
521	0.321802413
522	0.3216945137
523	0.3215461323
524	0.3214110849
525	0.3213024232
526	0.3211925621
527	0.3211042234
528	0.3209032222
529	0.320820961
530	0.3207294515
531	0.3206306282
532	0.3204818974
533	0.320399037
534	0.3202808227
535	0.320207087
536	0.3200849149
537	0.3199245467
538	0.3197989074
539	0.3196948465
540	0.3195738456
541	0.3194970267
542	0.3193787167
543	0.3192421295
544	0.3191698086
545	0.3190406568
546	0.3189609787
547	0.3188839695
548	0.3187723857
549	0.3186061682
550	0.3185348227
551	0.3184360134
552	0.3183263543
553	0.3182240221
554	0.3180501872
555	0.3179090689
556	0.3178074353
557	0.3177223991
558	0.317615221
559	0.3174662411
560	0.317314859
561	0.3172120266
562	0.3170928977
563	0.316958008
564	0.31681994
565	0.3166963774
566	0.3165679052
567	0.3164663604
568	0.3163318482
569	0.3162525142
570	0.316070501
571	0.3159643015
572	0.3158890803
573	0.3157682483
574	0.3156326036
575	0.3155044457
576	0.3154325982
577	0.3153144937
578	0.3152227651
579	0.3151290233
580	0.3150012504
581	0.3148938545
582	0.3147421678
583	0.314645781
584	0.3145153592
585	0.3143884611
586	0.3143039007
587	0.3141820028
588	0.3140458242
589	0.3139391283
590	0.3137799404
591	0.3136252664
592	0.3135331578
593	0.3134503617
594	0.3133480636
595	0.3132699536
596	0.3131612219
597	0.3130344673
598	0.3129263126
599	0.3128099199
600	0.3127078407
601	0.312624792
602	0.3125248858
603	0.3124097527
604	0.3122510485
605	0.3121837925
606	0.3120953048
607	0.3119666714
608	0.3118000381
609	0.311728945
610	0.3116407398
611	0.3115577614
612	0.3114736149
613	0.3113935557
614	0.3112544491
615	0.3111917859
616	0.3111225491
617	0.3110312295
618	0.3109140219
619	0.3108119788
620	0.3106686895
621	0.3106069395
622	0.3104823707
623	0.3104238282
624	0.3102930591
625	0.3101861986
626	0.3101041595
627	0.3100380679
628	0.309933188
629	0.3098457037
630	0.3097481219
631	0.3096691337
632	0.3096129516
633	0.3095283302
634	0.3094408786
635	0.3093645583
636	0.3092707522
637	0.3091617863
638	0.3090743024
639	0.3089175493
640	0.3087918664
641	0.3087198578
642	0.3086691802
643	0.3085551474
644	0.3084507716
645	0.3083433733
646	0.3082526523
647	0.3081119131
648	0.3080160936
649	0.307905643
650	0.3077766354
651	0.3076745797
652	0.3075851774
653	0.3075443462
654	0.3074683424
655	0.3074095171
656	0.3073107735
657	0.3071948223
658	0.3071553402
659	0.3070687068
660	0.3069742723
661	0.3068541677
662	0.3067362032
663	0.3066617088
664	0.3065964981
665	0.3064959604
666	0.306421941
667	0.3062548663
668	0.3061358256
669	0.3060577484
670	0.3059753918
671	0.3059311002
672	0.3058483027
673	0.3057403404
674	0.3056789975
675	0.3055831163
676	0.305545714
677	0.3054034637
678	0.3053162949
679	0.3052807486
680	0.3051862821
681	0.3050989812
682	0.3049937869
683	0.3048627356
684	0.3047779895
685	0.3046780146
686	0.3046054116
687	0.3045035134
688	0.3044291815
689	0.3043215351
690	0.3041962412
691	0.3041400911
692	0.304056099
693	0.3039046596
694	0.3038125497
695	0.3037427743
696	0.3036263205
697	0.303561894
698	0.3034928122
699	0.3033350801
700	0.3032353487
701	0.3031664547
702	0.3030502497
703	0.303002938
704	0.302925271
705	0.3028169009
706	0.3026620533
707	0.3025831268
708	0.3024991046
709	0.3023786545
710	0.3022474148
711	0.3021768885
712	0.3020544888
713	0.3019530058
714	0.3018925454
715	0.3018055344
716	0.3017526848
717	0.3016481824
718	0.3015715522
719	0.3014740318
720	0.3014165268
721	0.3013297681
722	0.3011952563
723	0.3010899636
724	0.3009921053
725	0.3008702401
726	0.3007901492
727	0.3007112861
728	0.3006297173
729	0.3005520183
730	0.3004942317
731	0.3004161804
732	0.3003131882
733	0.300261913
734	0.3002183765
735	0.3001290647
736	0.3000844583
737	0.2999341223
738	0.2998277336
739	0.2996973122
740	0.2996192341
741	0.2994904652
742	0.2994247814
743	0.29931877
744	0.2992660797
745	0.2991810492
746	0.29901672
747	0.2989006306
748	0.2988170801
749	0.29873724
750	0.2986769678
751	0.298610719
752	0.2984715834
753	0.2983565697
754	0.2982344785
755	0.2980969703
756	0.2979497785
757	0.2978798141
758	0.2977932428
759	0.2977132486
760	0.2976243177
761	0.2975454838
762	0.2974496
763	0.2974077303
764	0.2972926242
765	0.2972215017
766	0.2971528943
767	0.2970843469
768	0.2970173443
769	0.2968963882
770	0.2968055707
771	0.2967345703
772	0.2966394424
773	0.2965519274
774	0.2964650117
775	0.2963666105
776	0.296317755
777	0.2962728967
778	0.2961744344
779	0.2960819478
780	0.2959501726
781	0.2958518012
782	0.2957597763
783	0.2956424347
784	0.2955408279
785	0.295483072
786	0.295357367
787	0.2952634612
788	0.2951363728
789	0.2950787754
790	0.2949736137
791	0.2948903454
792	0.294791055
793	0.2947092362
794	0.2946051355
795	0.2945364324
796	0.2944485407
797	0.294343404
798	0.2942589075
799	0.2941877514
800	0.2940905166
801	0.2940451865
802	0.2939428871
803	0.2938269045
804	0.2937808193
805	0.2937014213
806	0.2936553053
807	0.2935611522
808	0.2934772208
809	0.2934103111
810	0.2933330502
811	0.2932168162
812	0.2931184725
813	0.2930411819
814	0.2929563103
815	0.2928915086
816	0.2927966539
817	0.2927093597
818	0.2926217124
819	0.2924943413
820	0.2924234051
821	0.2923256176
822	0.2922539593
823	0.2921665704
824	0.2921058851
825	0.2920200372
826	0.2919258517
827	0.291862938
828	0.2917434
829	0.2916298897
830	0.2915164835
831	0.2914647988
832	0.2914057854
833	0.2913109752
834	0.2912425237
835	0.2911629054
836	0.291107069
837	0.2910147411
838	0.2909062443
839	0.2908682439
840	0.2907728527
841	0.2906905299
842	0.2906074246
843	0.2905161685
844	0.2904460419
845	0.2904043274
846	0.2903078792
847	0.2902406221
848	0.2901759137
849	0.2901153285
850	0.2900154498
851	0.2899257617
852	0.2898200959
853	0.289719621
854	0.2896489065
855	0.2895561072
856	0.2894945752
857	0.2894238591
858	0.289323632
859	0.2892416538
860	0.2891905336
861	0.2890830759
862	0.2890140249
863	0.2889690409
864	0.2889281472
865	0.2888395554
866	0.2887732764
867	0.2886667637
868	0.2886158346
869	0.2885817664
870	0.2885276926
871	0.288444897
872	0.2883754388
873	0.2882940581
874	0.2882046242
875	0.288122389
876	0.2880426135
877	0.2879805811
878	0.2879119112
879	0.2878032572
880	0.287695138
881	0.2875909523
882	0.2875030596
883	0.287428192
884	0.2873218285
885	0.2872422099
886	0.2871685034
887	0.2870930056
888	0.2870390533
889	0.2869835322
890	0.2869073509
891	0.2868401893
892	0.2867777472
893	0.286729337
894	0.2866704483
895	0.2865782786
896	0.2865266862
897	0.2864435463
898	0.2863635126
899	0.286249795
900	0.2862061322
901	0.2861354471
902	0.2860623712
903	0.2859727809
904	0.2858935092
905	0.2858217859
906	0.2857178455
907	0.2856293555
908	0.2855596449
909	0.2854761567
910	0.2854067917
911	0.2853260655
912	0.2852476734
913	0.2851672372
914	0.2851082549
915	0.2849948179
916	0.2848944689
917	0.284780156
918	0.2846451156
919	0.284581509
920	0.2845226511
921	0.2844535402
922	0.2843765959
923	0.2843247228
924	0.284241266
925	0.2841681296
926	0.2840858701
927	0.2840131728
928	0.283891657
929	0.2838116922
930	0.2837287071
931	0.2836623938
932	0.2836163716
933	0.2835241716
934	0.2834262132
935	0.2833709742
936	0.2832600544
937	0.2831663761
938	0.2830981146
939	0.28301733
940	0.2829491914
941	0.2828889814
942	0.2827671159
943	0.2826975914
944	0.2825959857
945	0.2825567585
946	0.2825099813
947	0.2824107036
948	0.2822793369
949	0.2822142515
950	0.2821515888
951	0.2820866613
952	0.2819916912
953	0.2818906492
954	0.2818267593
955	0.281695862
956	0.2816313094
957	0.2815613174
958	0.2815132804
959	0.2814615018
960	0.2813595224
961	0.2813016426
962	0.2812423138
963	0.2811921359
964	0.2811045675
965	0.2810423131
966	0.2809852182
967	0.2809105314
968	0.2808211608
969	0.280707915
970	0.2806419072
971	0.2805513965
972	0.2805359514
973	0.2804286818
974	0.280347208
975	0.280276305
976	0.2801829694
977	0.2800865176
978	0.2800240747
979	0.2799418762
980	0.2798868255
981	0.2797959767
982	0.2796832888
983	0.2795777814
984	0.2795035417
985	0.2794318198
986	0.2793562277
987	0.2792853225
988	0.2791990981
989	0.2791259402
990	0.2790571108
991	0.278925211
992	0.2788535196
993	0.278786201
994	0.278685627
995	0.2785784823
996	0.2785014755
997	0.2784385587
998	0.2782905708
999	0.2782248885
